shard_id,flag_id,severity,entity,period,area,issue,impact,recommended_fix,source_id,status
0,FLAG-00011,high,920876.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
0,FLAG-00012,high,920879.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00001,high,920047.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00002,high,920056.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00003,high,920163.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00004,high,920242.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00005,high,920271.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00006,high,920273.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00007,high,920608.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00008,high,920685.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00009,high,920690.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00010,high,920718.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00011,high,920725.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00012,high,920799.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
1,FLAG-00013,high,300004.SZ,2025-03-31,cash_flow,NET_CHANGE_MATCHES_CFO_CFI_FX_BUT_REPORTED_CFF_IS_INCONSISTENT,"Affected canonical facts (cff,net_change_cash) are audit-only and excluded from derived factors",Reconcile against the official filing during FMDL-3B-3; do not overwrite provider facts,MULTI_SOURCE,CONTROLLED_PROVIDER_INCONSISTENCY
2,FLAG-00001,blocker,688836.SH,ALL,statement_coverage,SELECTED_BUNDLE_OR_OFFICIAL_PIT_INCOMPLETE,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00002,high,920081.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00003,high,920082.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00004,high,920128.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00005,high,920174.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00006,high,920187.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00007,high,920225.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00008,high,920230.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00009,high,920304.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00010,high,920571.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00011,high,920578.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00012,high,920699.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00013,high,920706.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00014,high,920866.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
2,FLAG-00015,high,920974.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00001,high,920069.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00002,high,920100.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00003,high,920300.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00004,high,920478.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00005,high,920533.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00006,high,920665.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00007,high,920694.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
3,FLAG-00008,high,920802.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00001,high,920011.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00002,high,920017.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00003,high,920018.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00004,high,920050.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00005,high,920106.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00006,high,920258.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00007,high,920806.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
4,FLAG-00008,high,920971.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00001,blocker,688825.SH,ALL,statement_coverage,SELECTED_BUNDLE_OR_OFFICIAL_PIT_INCOMPLETE,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00002,high,920029.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00003,high,920076.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00004,high,920189.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00005,high,920270.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00006,high,920471.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00007,high,920570.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00008,high,920751.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00009,high,920765.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00010,high,920770.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00011,high,920926.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
5,FLAG-00012,high,920961.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00001,high,920006.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00002,high,920008.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00003,high,920078.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00004,high,920111.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00005,high,920159.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00006,high,920208.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00007,high,920222.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00008,high,920422.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
6,FLAG-00009,high,920429.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
7,FLAG-00001,high,920039.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
7,FLAG-00002,high,920130.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
7,FLAG-00003,high,920186.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
7,FLAG-00004,high,920639.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
7,FLAG-00005,high,920682.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
7,FLAG-00006,high,002052.SZ,2025-03-31,cash_flow,NET_CHANGE_MATCHES_CFO_CFI_FX_BUT_REPORTED_CFF_IS_INCONSISTENT,"Affected canonical facts (cff,net_change_cash) are audit-only and excluded from derived factors",Reconcile against the official filing during FMDL-3B-3; do not overwrite provider facts,MULTI_SOURCE,CONTROLLED_PROVIDER_INCONSISTENCY
8,FLAG-00001,high,920062.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
8,FLAG-00002,high,920370.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
8,FLAG-00003,high,920790.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
8,FLAG-00004,high,920807.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
