batch_id,p2a_overall_rank,security_id,stock_code_5d,security_name,source_url,governance_status,governance_date,governance_title,governance_summary,earnings_status,earnings_date,earnings_title,earnings_summary,catalyst_status,catalyst_date,catalyst_title,catalyst_summary
P2B_E2_TOP_QUARTILE_20260807,11,HKEX:02888,02888,STANCHART,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=4652,EVIDENCE_PARTIAL,2026-07-15,Appointment of new Group CFO,Senior finance leadership change is governance-relevant; transition and control implications require follow-up.,EVIDENCE_PARTIAL,2026-04-30,Interim Management Statement - First Quarter 2026 Results,Official Q1 statement is current operating evidence but not a direct consensus-revision series.,EVIDENCE_PARTIAL,2026-07-15,Board committee meeting / proposed interim dividend record date,Near-term capital-return/result-cycle information is security-specific; magnitude and surprise potential remain unscored.
P2B_E2_TOP_QUARTILE_20260807,12,HKEX:01997,01997,WHARF REIC,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=166496,EVIDENCE_PARTIAL,2026-06-12,Appointment of director,Current director appointment provides governance evidence; board independence/capital-allocation assessment remains open.,EVIDENCE_PARTIAL,2026-03-10,2025 Final Results,Latest identified official results are FY2025; no direct 2026 earnings-revision evidence located.,RESEARCH_REQUIRED,2026-07-27,Date of Board Meeting,The board meeting occurred before the 2026-08-07 as-of date; no unresolved forward catalyst established from this filing alone.
P2B_E2_TOP_QUARTILE_20260807,13,HKEX:00551,00551,YUE YUEN IND,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1172,EVIDENCE_PARTIAL,2026-05-22,AGM results,AGM disclosures provide governance baseline; capital allocation and related-party review remain open.,EVIDENCE_COMPLETE,2026-04-21,Profit Warning; June 2026 monthly revenue announced 2026-07-10,Profit warning is direct management evidence of changed profit expectations; subsequent monthly revenue supplies follow-through evidence.,EVIDENCE_PARTIAL,2026-07-10,June 2026 monthly revenue announcement,"Monthly revenue cadence is a dated operating catalyst/data point, but it is recurring and requires trend comparison rather than stand-alone scoring."
P2B_E2_TOP_QUARTILE_20260807,14,HKEX:00002,00002,CLP HOLDINGS,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=2,EVIDENCE_PARTIAL,2026-05-08,AGM and sustainability committee terms / directors,AGM and committee disclosures provide current governance baseline; detailed board/incentive assessment remains open.,EVIDENCE_PARTIAL,2026-05-18,First Quarter 2026 Quarterly Statement,Official Q1 statement provides current evidence but no direct consensus revision series.,EVIDENCE_PARTIAL,2026-07-20,Date of Board Meeting,A dated results-cycle filing is security-specific; meeting outcome/result release must be incorporated before catalyst assessment is closed.
P2B_E2_TOP_QUARTILE_20260807,15,HKEX:00966,00966,CHINA TAIPING,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=2282,EVIDENCE_PARTIAL,2026-06-23,Resignation of INED and board committee changes,Independent-director departure and committee changes are governance-relevant; replacement/oversight implications require follow-up.,EVIDENCE_COMPLETE,2026-07-17,Estimated Profit Increase for Interim Results 2026,Explicit official profit-increase announcement is direct management evidence of an upward earnings-expectation change.,EVIDENCE_PARTIAL,2026-07-17,Estimated Profit Increase for Interim Results 2026,Interim profit-increase announcement creates a specific near-term results catalyst; detailed magnitude/valuation impact remains to be synthesized.
P2B_E2_TOP_QUARTILE_20260807,16,HKEX:09992,09992,POP MART,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=1000068054,EVIDENCE_PARTIAL,2026-05-13,AGM results,AGM and share-award/buyback disclosures provide governance and incentive evidence; detailed dilution/capital-allocation review remains open.,EVIDENCE_PARTIAL,2026-05-12,First Quarter 2026 Latest Business Update,Official Q1 business update provides current operating evidence but no direct consensus revision series.,RESEARCH_REQUIRED,2026-07-08,Share awards,Share awards are security-specific governance/incentive information but not a sufficiently strong standalone investment catalyst.
P2B_E2_TOP_QUARTILE_20260807,17,HKEX:00293,00293,CATHAY PAC AIR,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=517,EVIDENCE_PARTIAL,2026-06-04,Board changes,Current board changes provide governance evidence; implications for strategy and oversight remain open.,EVIDENCE_PARTIAL,2026-07-22,June traffic figures and update on first-half 2026 financial performance,"Official operating and first-half performance update provides current expectation-relevant evidence, though no market-consensus series is available.",EVIDENCE_PARTIAL,2026-07-22,June traffic figures and update on first-half 2026 financial performance,Traffic/performance update is a dated operating catalyst with measurable follow-through into interim results.
P2B_E2_TOP_QUARTILE_20260807,18,HKEX:01368,01368,XTEP INT'L,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=23896,EVIDENCE_PARTIAL,2026-04-15,Annual Report 2025 / AGM governance cycle,Annual governance disclosures provide baseline; ownership/incentive/capital-allocation assessment remains open.,EVIDENCE_PARTIAL,2026-07-17,Q2 and H1 2026 Mainland China operational update,Official H1 operating update is current expectation-relevant evidence but not direct consensus revision data.,EVIDENCE_PARTIAL,2026-07-17,Q2 and H1 2026 operational update; 2026-07-20 Board Meeting notice,Dated H1 operating update and results-cycle notice form a measurable near-term catalyst set; valuation impact remains unscored.
P2B_E2_TOP_QUARTILE_20260807,19,HKEX:00270,00270,GUANGDONG INV,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=477,EVIDENCE_PARTIAL,2026-06-29,AGM and change of independent auditor,Auditor change and prior chairman/compliance disclosures are material governance evidence; remediation and board stability need deeper review.,EVIDENCE_PARTIAL,2026-04-28,First Quarter 2026 Unaudited Financial Information,Official Q1 information provides current fundamentals; earlier positive profit alert is historical and no current consensus series is available.,EVIDENCE_PARTIAL,2026-06-12,Disposal of interest in GD AEON,Disposal is company-specific; completion/proceeds and capital-allocation implications require follow-up before catalyst closure.
P2B_E2_TOP_QUARTILE_20260807,20,HKEX:01114,01114,BRILLIANCE CHI,https://www1.hkexnews.hk/search/titlesearch.xhtml?category=0&lang=EN&market=SEHK&stockId=2506,EVIDENCE_PARTIAL,2026-04-27,Resignation of INED; 2026-07-20 continuing connected transactions,Independent-director change and continuing connected transactions are directly governance-relevant; fairness/related-party exposure requires detailed review.,EVIDENCE_COMPLETE,2026-03-13,Profit Warning; 2026-03-27 Annual Results,"Official profit warning is direct expectation-change evidence, followed by annual results confirmation; 2026 forward consensus remains unavailable.",EVIDENCE_PARTIAL,2026-07-20,Continuing connected transactions,Recent connected-transaction disclosure is security-specific but investment catalyst direction/financial magnitude remains to be assessed.
